match_id,season,team1,team2,venue,toss_winner,toss_decision,batting_first,bowling_first,team1_score,team2_score,winner,win_margin_runs,win_margin_wickets,is_playoff,home_team
301,2013,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Delhi Capitals,Kolkata Knight Riders,142,187,Delhi Capitals,45,0,0,Kolkata Knight Riders
302,2013,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Punjab Kings,Kolkata Knight Riders,192,188,Kolkata Knight Riders,0,4,0,Kolkata Knight Riders
303,2013,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,204,180,Rajasthan Royals,0,3,0,Rajasthan Royals
304,2013,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,Rajasthan Royals,Delhi Capitals,157,136,Rajasthan Royals,21,0,0,Rajasthan Royals
305,2013,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,bat,Punjab Kings,Rajasthan Royals,195,136,Rajasthan Royals,0,6,0,Rajasthan Royals
306,2013,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Stadium, Hyderabad",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,185,162,Sunrisers Hyderabad,23,0,0,Sunrisers Hyderabad
307,2013,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Stadium, Hyderabad",Punjab Kings,field,Sunrisers Hyderabad,Punjab Kings,177,138,Sunrisers Hyderabad,39,0,0,Sunrisers Hyderabad
308,2013,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,Delhi Capitals,Punjab Kings,220,166,Delhi Capitals,54,0,0,Delhi Capitals
309,2013,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,Mumbai Indians,Chennai Super Kings,175,178,Chennai Super Kings,0,3,0,Mumbai Indians
310,2013,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,field,Mumbai Indians,Royal Challengers Bengaluru,183,168,Mumbai Indians,15,0,0,Mumbai Indians
311,2013,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,bat,Kolkata Knight Riders,Mumbai Indians,172,156,Mumbai Indians,0,8,0,Mumbai Indians
312,2013,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,211,192,Mumbai Indians,19,0,0,Mumbai Indians
313,2013,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,205,151,Mumbai Indians,54,0,0,Mumbai Indians
314,2013,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,159,152,Mumbai Indians,0,5,0,Mumbai Indians
315,2013,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Punjab Kings,Mumbai Indians,186,172,Mumbai Indians,0,6,0,Mumbai Indians
316,2013,Chennai Super Kings,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,field,Chennai Super Kings,Royal Challengers Bengaluru,139,196,Royal Challengers Bengaluru,0,6,0,Chennai Super Kings
317,2013,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Kolkata Knight Riders,Chennai Super Kings,152,169,Kolkata Knight Riders,17,0,0,Chennai Super Kings
318,2013,Chennai Super Kings,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,125,152,Rajasthan Royals,27,0,0,Chennai Super Kings
319,2013,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Sunrisers Hyderabad,Chennai Super Kings,163,188,Sunrisers Hyderabad,25,0,0,Chennai Super Kings
320,2013,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,field,Chennai Super Kings,Delhi Capitals,147,134,Chennai Super Kings,13,0,0,Chennai Super Kings
321,2013,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Punjab Kings,166,200,Punjab Kings,0,1,0,Chennai Super Kings
322,2013,Royal Challengers Bengaluru,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,bat,Kolkata Knight Riders,Royal Challengers Bengaluru,130,167,Kolkata Knight Riders,37,0,0,Royal Challengers Bengaluru
323,2013,Royal Challengers Bengaluru,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Rajasthan Royals,167,157,Royal Challengers Bengaluru,10,0,0,Royal Challengers Bengaluru
324,2013,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,field,Royal Challengers Bengaluru,Sunrisers Hyderabad,118,162,Sunrisers Hyderabad,0,9,0,Royal Challengers Bengaluru
325,2013,Royal Challengers Bengaluru,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Delhi Capitals,Royal Challengers Bengaluru,178,167,Royal Challengers Bengaluru,0,2,0,Royal Challengers Bengaluru
326,2013,Royal Challengers Bengaluru,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,field,Royal Challengers Bengaluru,Punjab Kings,209,188,Royal Challengers Bengaluru,21,0,0,Royal Challengers Bengaluru
327,2013,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat,Rajasthan Royals,Kolkata Knight Riders,138,167,Rajasthan Royals,29,0,0,Kolkata Knight Riders
328,2013,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Kolkata Knight Riders,164,223,Sunrisers Hyderabad,59,0,0,Kolkata Knight Riders
329,2013,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Delhi Capitals,Kolkata Knight Riders,162,172,Delhi Capitals,10,0,0,Kolkata Knight Riders
330,2013,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,bat,Punjab Kings,Kolkata Knight Riders,159,175,Punjab Kings,16,0,0,Kolkata Knight Riders
331,2013,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Rajasthan Royals,150,160,Sunrisers Hyderabad,10,0,0,Rajasthan Royals
332,2013,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat,Delhi Capitals,Rajasthan Royals,151,171,Delhi Capitals,20,0,0,Rajasthan Royals
333,2013,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,Rajasthan Royals,Punjab Kings,158,165,Punjab Kings,0,1,0,Rajasthan Royals
334,2013,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Stadium, Hyderabad",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,167,196,Delhi Capitals,0,4,0,Sunrisers Hyderabad
335,2013,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Stadium, Hyderabad",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Punjab Kings,119,187,Punjab Kings,0,4,0,Sunrisers Hyderabad
336,2013,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,Delhi Capitals,Punjab Kings,196,117,Delhi Capitals,79,0,0,Delhi Capitals
337,2014,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,Chennai Super Kings,166,154,Mumbai Indians,12,0,0,Mumbai Indians
338,2014,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Mumbai Indians,145,144,Mumbai Indians,0,2,0,Mumbai Indians
339,2014,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,Kolkata Knight Riders,151,201,Kolkata Knight Riders,0,1,0,Mumbai Indians
340,2014,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Rajasthan Royals,Mumbai Indians,190,191,Rajasthan Royals,1,0,0,Mumbai Indians
341,2014,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,137,186,Sunrisers Hyderabad,49,0,0,Mumbai Indians
342,2014,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Delhi Capitals,Mumbai Indians,172,161,Mumbai Indians,0,9,0,Mumbai Indians
343,2014,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Punjab Kings,Mumbai Indians,177,147,Mumbai Indians,0,8,0,Mumbai Indians
344,2014,Chennai Super Kings,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Royal Challengers Bengaluru,Chennai Super Kings,154,167,Royal Challengers Bengaluru,13,0,0,Chennai Super Kings
345,2014,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Kolkata Knight Riders,187,172,Chennai Super Kings,15,0,0,Chennai Super Kings
346,2014,Chennai Super Kings,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,field,Chennai Super Kings,Rajasthan Royals,166,188,Rajasthan Royals,0,1,0,Chennai Super Kings
347,2014,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,field,Chennai Super Kings,Sunrisers Hyderabad,151,176,Sunrisers Hyderabad,0,7,0,Chennai Super Kings
348,2014,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Delhi Capitals,Chennai Super Kings,155,183,Delhi Capitals,28,0,0,Chennai Super Kings
349,2014,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,bat,Punjab Kings,Chennai Super Kings,134,178,Punjab Kings,44,0,0,Chennai Super Kings
350,2014,Royal Challengers Bengaluru,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,bat,Kolkata Knight Riders,Royal Challengers Bengaluru,159,191,Kolkata Knight Riders,32,0,0,Royal Challengers Bengaluru
351,2014,Royal Challengers Bengaluru,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Rajasthan Royals,Royal Challengers Bengaluru,186,162,Royal Challengers Bengaluru,0,9,0,Royal Challengers Bengaluru
352,2014,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,field,Royal Challengers Bengaluru,Sunrisers Hyderabad,158,132,Royal Challengers Bengaluru,26,0,0,Royal Challengers Bengaluru
353,2014,Royal Challengers Bengaluru,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,field,Royal Challengers Bengaluru,Delhi Capitals,141,176,Delhi Capitals,0,9,0,Royal Challengers Bengaluru
354,2014,Royal Challengers Bengaluru,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,bat,Punjab Kings,Royal Challengers Bengaluru,201,145,Royal Challengers Bengaluru,0,2,0,Royal Challengers Bengaluru
355,2014,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Rajasthan Royals,Kolkata Knight Riders,200,130,Kolkata Knight Riders,0,8,0,Kolkata Knight Riders
356,2014,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,Kolkata Knight Riders,Sunrisers Hyderabad,177,161,Kolkata Knight Riders,16,0,0,Kolkata Knight Riders
357,2014,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,field,Kolkata Knight Riders,Delhi Capitals,161,172,Delhi Capitals,0,2,0,Kolkata Knight Riders
358,2014,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,Kolkata Knight Riders,Punjab Kings,172,187,Punjab Kings,0,5,0,Kolkata Knight Riders
359,2014,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,166,174,Sunrisers Hyderabad,8,0,0,Rajasthan Royals
360,2014,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,Rajasthan Royals,Delhi Capitals,165,162,Rajasthan Royals,3,0,0,Rajasthan Royals
361,2014,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,bat,Punjab Kings,Rajasthan Royals,125,177,Punjab Kings,52,0,0,Rajasthan Royals
362,2014,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,bat,Delhi Capitals,Sunrisers Hyderabad,179,144,Sunrisers Hyderabad,0,9,0,Sunrisers Hyderabad
363,2014,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Stadium, Hyderabad",Punjab Kings,bat,Punjab Kings,Sunrisers Hyderabad,159,175,Punjab Kings,16,0,0,Sunrisers Hyderabad
364,2014,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Punjab Kings,field,Delhi Capitals,Punjab Kings,172,171,Delhi Capitals,1,0,0,Delhi Capitals
365,2014,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Chennai Super Kings,Mumbai Indians,145,162,Chennai Super Kings,17,0,0,Mumbai Indians
366,2014,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,field,Mumbai Indians,Royal Challengers Bengaluru,177,141,Mumbai Indians,36,0,0,Mumbai Indians
367,2014,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,Kolkata Knight Riders,181,125,Mumbai Indians,56,0,0,Mumbai Indians
368,2014,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,Rajasthan Royals,Mumbai Indians,172,193,Rajasthan Royals,21,0,0,Mumbai Indians
369,2014,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,178,184,Sunrisers Hyderabad,0,2,0,Mumbai Indians
370,2014,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Delhi Capitals,Mumbai Indians,184,205,Delhi Capitals,21,0,0,Mumbai Indians
371,2014,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Punjab Kings,Mumbai Indians,134,134,Mumbai Indians,0,1,0,Mumbai Indians
372,2014,Chennai Super Kings,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,field,Chennai Super Kings,Royal Challengers Bengaluru,161,163,Royal Challengers Bengaluru,0,6,0,Chennai Super Kings
373,2014,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Kolkata Knight Riders,183,146,Chennai Super Kings,37,0,0,Chennai Super Kings
374,2014,Chennai Super Kings,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,145,176,Rajasthan Royals,31,0,0,Chennai Super Kings
375,2014,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Sunrisers Hyderabad,161,132,Chennai Super Kings,29,0,0,Chennai Super Kings
376,2014,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Delhi Capitals,Chennai Super Kings,132,153,Delhi Capitals,21,0,0,Chennai Super Kings
377,2014,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,field,Chennai Super Kings,Punjab Kings,154,186,Punjab Kings,0,3,0,Chennai Super Kings
378,2014,Royal Challengers Bengaluru,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,field,Royal Challengers Bengaluru,Kolkata Knight Riders,153,220,Kolkata Knight Riders,0,2,0,Royal Challengers Bengaluru
379,2014,Royal Challengers Bengaluru,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Rajasthan Royals,182,167,Royal Challengers Bengaluru,15,0,0,Royal Challengers Bengaluru
380,2014,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Sunrisers Hyderabad,155,178,Sunrisers Hyderabad,0,5,0,Royal Challengers Bengaluru
381,2014,Royal Challengers Bengaluru,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,field,Royal Challengers Bengaluru,Delhi Capitals,160,166,Delhi Capitals,0,8,0,Royal Challengers Bengaluru
382,2014,Royal Challengers Bengaluru,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,bat,Punjab Kings,Royal Challengers Bengaluru,161,222,Punjab Kings,61,0,0,Royal Challengers Bengaluru
383,2014,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Rajasthan Royals,Kolkata Knight Riders,147,195,Rajasthan Royals,48,0,0,Kolkata Knight Riders
384,2014,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Sunrisers Hyderabad,Kolkata Knight Riders,201,171,Kolkata Knight Riders,0,8,0,Kolkata Knight Riders
385,2014,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,bat,Delhi Capitals,Kolkata Knight Riders,202,159,Kolkata Knight Riders,0,4,0,Kolkata Knight Riders
386,2014,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,Kolkata Knight Riders,Punjab Kings,186,151,Kolkata Knight Riders,35,0,0,Kolkata Knight Riders
387,2014,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Rajasthan Royals,184,184,Rajasthan Royals,0,3,0,Rajasthan Royals
388,2014,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,Rajasthan Royals,Delhi Capitals,184,128,Rajasthan Royals,56,0,0,Rajasthan Royals
389,2014,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,157,157,Rajasthan Royals,0,7,0,Rajasthan Royals
390,2014,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Stadium, Hyderabad",Sunrisers Hyderabad,field,Delhi Capitals,Sunrisers Hyderabad,176,170,Sunrisers Hyderabad,0,9,0,Sunrisers Hyderabad
391,2014,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Stadium, Hyderabad",Sunrisers Hyderabad,field,Punjab Kings,Sunrisers Hyderabad,133,175,Punjab Kings,42,0,0,Sunrisers Hyderabad
392,2014,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Punjab Kings,bat,Punjab Kings,Delhi Capitals,176,179,Punjab Kings,3,0,0,Delhi Capitals
393,2015,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Chennai Super Kings,Mumbai Indians,185,184,Mumbai Indians,0,2,0,Mumbai Indians
394,2015,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,field,Mumbai Indians,Royal Challengers Bengaluru,190,173,Mumbai Indians,17,0,0,Mumbai Indians
395,2015,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,Mumbai Indians,Kolkata Knight Riders,172,126,Mumbai Indians,46,0,0,Mumbai Indians
396,2015,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,Rajasthan Royals,Mumbai Indians,166,181,Rajasthan Royals,15,0,0,Mumbai Indians
397,2015,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,134,177,Sunrisers Hyderabad,43,0,0,Mumbai Indians
398,2015,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,185,150,Mumbai Indians,0,7,0,Mumbai Indians
399,2015,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Punjab Kings,Mumbai Indians,177,170,Mumbai Indians,0,7,0,Mumbai Indians
400,2015,Chennai Super Kings,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Royal Challengers Bengaluru,Chennai Super Kings,162,172,Royal Challengers Bengaluru,10,0,0,Chennai Super Kings
401,2015,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,bat,Kolkata Knight Riders,Chennai Super Kings,150,191,Kolkata Knight Riders,41,0,0,Chennai Super Kings
402,2015,Chennai Super Kings,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Rajasthan Royals,175,152,Chennai Super Kings,23,0,0,Chennai Super Kings
403,2015,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Sunrisers Hyderabad,164,156,Chennai Super Kings,8,0,0,Chennai Super Kings
404,2015,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,bat,Delhi Capitals,Chennai Super Kings,151,176,Delhi Capitals,25,0,0,Chennai Super Kings
405,2015,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Punjab Kings,198,143,Chennai Super Kings,55,0,0,Chennai Super Kings
406,2015,Royal Challengers Bengaluru,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Kolkata Knight Riders,168,153,Royal Challengers Bengaluru,15,0,0,Royal Challengers Bengaluru
407,2015,Royal Challengers Bengaluru,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Rajasthan Royals,201,167,Royal Challengers Bengaluru,34,0,0,Royal Challengers Bengaluru
408,2015,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,field,Royal Challengers Bengaluru,Sunrisers Hyderabad,192,130,Royal Challengers Bengaluru,62,0,0,Royal Challengers Bengaluru
409,2015,Royal Challengers Bengaluru,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,field,Royal Challengers Bengaluru,Delhi Capitals,177,182,Delhi Capitals,0,6,0,Royal Challengers Bengaluru
410,2015,Royal Challengers Bengaluru,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,bat,Punjab Kings,Royal Challengers Bengaluru,186,173,Royal Challengers Bengaluru,0,8,0,Royal Challengers Bengaluru
411,2015,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,field,Kolkata Knight Riders,Rajasthan Royals,162,194,Rajasthan Royals,0,1,0,Kolkata Knight Riders
412,2015,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Sunrisers Hyderabad,Kolkata Knight Riders,154,218,Sunrisers Hyderabad,64,0,0,Kolkata Knight Riders
413,2015,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,bat,Delhi Capitals,Kolkata Knight Riders,194,162,Kolkata Knight Riders,0,1,0,Kolkata Knight Riders
414,2015,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,bat,Punjab Kings,Kolkata Knight Riders,151,203,Punjab Kings,52,0,0,Kolkata Knight Riders
415,2015,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,156,163,Sunrisers Hyderabad,7,0,0,Rajasthan Royals
416,2015,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Delhi Capitals,Rajasthan Royals,142,145,Delhi Capitals,3,0,0,Rajasthan Royals
417,2015,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,146,151,Punjab Kings,5,0,0,Rajasthan Royals
418,2015,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,bat,Delhi Capitals,Sunrisers Hyderabad,168,171,Delhi Capitals,3,0,0,Sunrisers Hyderabad
419,2015,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Stadium, Hyderabad",Punjab Kings,bat,Punjab Kings,Sunrisers Hyderabad,141,202,Punjab Kings,61,0,0,Sunrisers Hyderabad
420,2015,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,Delhi Capitals,Punjab Kings,191,158,Delhi Capitals,33,0,0,Delhi Capitals
421,2015,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Chennai Super Kings,Mumbai Indians,177,172,Mumbai Indians,0,8,0,Mumbai Indians
422,2015,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Royal Challengers Bengaluru,Mumbai Indians,170,149,Mumbai Indians,0,6,0,Mumbai Indians
423,2015,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,Mumbai Indians,Kolkata Knight Riders,177,173,Mumbai Indians,4,0,0,Mumbai Indians
424,2015,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Rajasthan Royals,Mumbai Indians,216,178,Mumbai Indians,0,2,0,Mumbai Indians
